name,price,Brand,Collection,Series,Model No,Features,Movement,Calibre,Case Size,Case Thickness,Case Shape,Case Material,Case Back,Glass Material,Luminosity,Dial Colour,Hands,Indexes,Strap Material,Strap Colour,Clasp Type,Buckle/Clasp Material,EAN,Gender,Water Resistance (M),Warranty Period,Country of Origin,Reference,Display,Power Reserve,Jewels,Frequency,Precious Stone,Interchangeable Strap,Bezel,Lug Width,Limited Edition,Diameter,Date,Chronograph,Base,Frequency (bph),Power Reserve (hours),jewels,Dial Type
Tempograph Neo Lapis Lazuli Limited Edition,2590000,Louis Moinet,Mechanical Wonders,Tempograph Neo,LM-125.10.20,"Retrograde, Small Seconds",Automatic,LM85,44.0,,Round,Steel,,Sapphire Crystal,,Skeleton,,,Rubber,Black,Folding Clasp,,,Men,50,2 Years,Switzerland,LM85,Analog,Approx. 48 hours,34.0,28800 bph,,0,,24.0,1,,,,,28800.0,0.48,,
Conquest Heritage Central Power Reserve,375000,Longines,Heritage Classic,,L1.648.4.62.2,"Date, Power Reserve Indicator",Automatic,L896,38.0,12.3,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Anthracite,,,Leather,Grey,,,7612356226312.0,Men,50,5 Years,Switzerland,L896,Analog,Approx. 72 hours,21.0,25200 bph,,0,,19.0,0,,,,,25200.0,0.72,,
Conquest Heritage Central Power Reserve,375000,Longines,Heritage Classic,,L1.648.4.78.2,"Date, Power Reserve Indicator",Automatic,L896,38.0,12.3,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Champagne,,,Leather,Black,,,7612356226084.0,Men,50,5 Years,Switzerland,L896,Analog,Approx. 72 hours,21.0,25200 bph,,0,,19.0,0,,,,,25200.0,0.72,,
Aikon Automatic 39 mm Blue PVD Limited Edition,232000,Maurice Lacroix,Aikon,Aikon Automatic,AI6007-PVC00-430-4,,Automatic,ML115,39.0,11.0,Round,Steel & Blue PVD,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,Baton,Rubber,Blue,Pin Buckle,Steel & Blue PVD,7630020613466.0,Women,200,2 Years,Switzerland,ML115,Analog,approx. 38 hours,26.0,28800 bph,,1,,,1,,,,,28800.0,0.38,,
Aikon Automatic Limited Summer Edition 42 mm,245000,Maurice Lacroix,Aikon,Aikon Automatic,AI6008-SS00F-431-C,Date,Automatic,ML115,42.0,11.0,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Turquoise,,Baton,Steel,Silver,Folding Clasp,Steel,7630020613183.0,Men,200,2 Years,Switzerland,ML115,Analog,approx. 38 hours,26.0,28800 bph,,1,,,1,,,,,28800.0,0.38,,
Aikon Automatic Limited Summer Edition 35 mm,250000,Maurice Lacroix,Aikon,Aikon Automatic,AI6006-SS00F-550-E,Date,Automatic,ML115,35.0,10.0,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Pink,,Diamond,Steel,Silver,Folding Clasp,Steel,7630020613138.0,Women,200,2 Years,Switzerland,ML115,Analog,approx. 38 hours,26.0,28800 bph,On Dial,1,,,1,,,,,28800.0,0.38,,
Aikon Automatic Limited Summer Edition 35 mm,250000,Maurice Lacroix,Aikon,Aikon Automatic,AI6006-SS00F-451-C,Date,Automatic,ML115,35.0,10.0,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Turquoise,,Diamond,Steel,Silver,Folding Clasp,Steel,7630020613145.0,Women,200,2 Years,Switzerland,ML115,Analog,approx. 38 hours,26.0,28800 bph,On Dial,1,,,1,,,,,28800.0,0.38,,
True Square,171700,Rado,True Square,,R27080172,Date,Quartz,R079,29.2,8.1,Square,Titanium & Ceramic,,Sapphire Crystal,"On Hands, Hour Markers",Black,,,Ceramic,Black,Folding Clasp,,7612819064031.0,Women,50,5 Years,Switzerland,R079,Analog,,,,,0,,,0,,,,,,,,
Type 1 Round Multicolour,1900000,Ressence,Type 1°,,TYPE 1.3 RONDE M,"Day-Night Indicator, Day",Automatic,ROCS 1.3,42.7,11.0,Round,Titanium,,Sapphire Crystal,"On Hands, Hour Markers",Multicolour,,,Rubber,White,Ardillon Buckle,,,Men,10,2 Years,Switzerland,ROCS 1.3,Analog,Approx. 36 hours,40.0,28800 bph,,0,,,0,,,,,28800.0,0.36,,
Aquaracer Professional 200 Solargraph,255000,TAG Heuer,Aquaracer,Professional 200,WBP1114.BA0000,Date,Quartz,TH50-00,40.0,11.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,Plongeur,Baton,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533173422.0,Men,200,2 Years,Switzerland,TH50-00,Analog,,,,,0,Unidirectional Rotating Bezel,20.0,0,,,,,,,,
Tissot Classic Dream Swissmatic,48000,Tissot,T-Classic,Tissot Classic Dream,T129.407.11.031.00,Date,Automatic,12 1/2,42.0,11.5,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Silver,,,Steel,Silver,Butterfly Clasp With Push Button,,7611608295489.0,Men,50,2 Years,Switzerland,12 1/2,Analog,Approx. 72 hours,,,,0,,22.0,0,,,,,,0.72,,
Tissot Everytime 34 mm,28500,Tissot,T-Classic,Tissot Everytime,T143.210.11.011.01,,Quartz,,34.0,6.9,Round,Steel,,Sapphire Crystal,,White,,,Steel,Silver,Butterfly Clasp With Push Button,,7611608309926.0,Unisex,50,2 Years,Switzerland,,,,,,,1,,16.0,0,,,,,,,,
Megapod ROB Hour Glass,129000,Ikepod,Megapod,,M101-HG-15,,Automatic,Miyota 9039,46.0,17.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Grey,Alpha,,Silicone,Black,Ardillon Buckle,Steel,,Men,50,2 Years,China,Miyota 9039,Analog,Approx. 42 hours,24.0,28800 bph,,0,,,1,,,,,28800.0,0.42,,
Megapod Dieter Hour Glass,129000,Ikepod,Megapod,,M001-HG-15,,Automatic,Miyota 9039,46.0,17.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Blue,Alpha,,Silicone,Black,Ardillon Buckle,Steel,,Men,50,2 Years,China,Miyota 9039,Analog,Approx. 42 hours,24.0,28800 bph,,0,,,1,,,,,28800.0,0.42,,
Megapod Gae Hour Glass,129000,Ikepod,Megapod,,M002-HG-25,,Automatic,Miyota 9039,46.0,17.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Black,Alpha,,Silicone,Black,Ardillon Buckle,Steel,,Men,50,2 Years,China,Miyota 9039,Analog,Approx. 42 hours,24.0,28800 bph,,0,,,1,,,,,28800.0,0.42,,
Megapod WALTER Hour Glass,129000,Ikepod,Megapod,,M005-HG-20,,Automatic,Miyota 9039,46.0,17.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,White,Alpha,,Silicone,Black,Ardillon Buckle,Steel,,Men,50,2 Years,China,Miyota 9039,Analog,Approx. 42 hours,24.0,28800 bph,,0,,,1,,,,,28800.0,0.42,,
Megapod Quazar Hour Glass,129000,Ikepod,Megapod,,M102-HG-08,,Automatic,Miyota 9039,46.0,17.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Black,Alpha,,Silicone,Black,Ardillon Buckle,Steel,,Men,50,2 Years,China,Miyota 9039,Analog,Approx. 42 hours,24.0,28800 bph,,0,,,1,,,,,28800.0,0.42,,
Megapod Matti Hour Glass,129000,Ikepod,Megapod,,M106-HG-10,,Automatic,Miyota 9039,46.0,17.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Silver,Alpha,,Silicone,Black,Ardillon Buckle,Steel,,Men,50,2 Years,China,Miyota 9039,Analog,Approx. 42 hours,24.0,28800 bph,,0,,,1,,,,,28800.0,0.42,,
5 Sports Field Sports Style,45000,Seiko,5 Sports,Field,SSK023K1,"Date, GMT",Automatic,4R34,39.4,13.6,Round,Steel,See-through Case Back,Hardlex Crystal,"On Hands, Hour Markers",Black,,Arabic Numerals,Steel,Silver,Triple Folding Clasp With Push Buttons,,,Men,100,2 Years,Japan,4R34,Analog,Approx. 41 hours,24.0,,,0,,20.0,0,,,,,,0.41,,
Neo Bridges Aston Martin Edition,4040000,Girard-Perregaux,Bridges,Neo Bridges,84000-21-3236-5CX,,Automatic,GP08400-2164,45.0,12.18,Round,Titanium & Black DLC,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Skeleton,,,Rubber,Black,Triple Folding Buckle,Titanium & Black DLC,,Men,30,2 Years + 3 years warranty extension by registering here,Switzerland,GP08400-2164,Analog,approx. 48 hours,29.0,21600 bph,,0,,,1,,,,,21600.0,0.48,,
Joss Collection,76000,Ernest Borel,Joss,,GBR809L-4821,"Date, Small Seconds",Quartz,,37.0,6.05,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,Baton,Baton,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Retro Collection,118000,Ernest Borel,Retro,,N0701G0C-MR5L,Date,Automatic,ETA 2824,40.0,10.45,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Black,Alpha,,Leather,Black,Pin Buckle,Steel & Rose Gold PVD,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,254000,Ernest Borel,Retro,,GS8780R6-611,"Chronograph, Day-Date, Small Seconds, Tachymeter",Automatic,ETA 7750,42.0,14.65,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,Baton,Steel,Silver,Butterfly Clasp,Steel,,Men,50,5 Years,Switzerland,ETA 7750,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Joss Collection,87500,Ernest Borel,Joss,,LBR809L-4599,Small Seconds,Quartz,,25.5,5.95,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,Baton,Diamond,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Joss Collection,76000,Ernest Borel,Joss,,LBR809L-4821,Small Seconds,Quartz,,25.5,5.95,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,Baton,Baton,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Women,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Gary Collection,70500,Ernest Borel,Gary,,N0105L0C-QR2L,Date,Quartz,,25.0,7.4,Tonneau,Steel & Rose Gold PVD,,Sapphire Crystal,On Hands,White,Leaf,Roman Numerals,Leather,Brown,Pin Buckle,Steel,,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Cocktail Collection,135000,Ernest Borel,Cocktail,,N0116B0A-MR4L,,Automatic,ETA 2824,35.0,10.0,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,White,,,Leather,Pink,Pin Buckle,Steel,,Women,50,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,On Dial,0,,,0,,,,SW200,28800.0,0.38,,
Galaxy Collection,70500,Ernest Borel,Galaxy,,N0117L0B-QS6S,Date,Quartz,,30.0,7.15,Round,Steel,,Sapphire Crystal,,Blue,Alpha,Diamond,Steel,Silver,Folding Clasp,Steel,,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Jules Borel Collection,159000,Ernest Borel,Jules Borel,,N0401G0A-MN2N,Day-Date,Automatic,ETA 2834,40.0,10.5,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,Alpha,Diamond,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Men,50,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,On Dial,0,,,0,,,,SW240,28800.0,0.38,,
Jules Borel Collection,141500,Ernest Borel,Jules Borel,,N0401G0C-MR2L,Day-Date,Automatic,ETA 2834,40.0,10.5,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,Alpha,,Leather,Brown,Pin Buckle,Steel,,Men,50,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,On Dial,0,,,0,,,,SW240,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0B-MS6S,Date,Automatic,SW200 SG,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,SW200 SG,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0C-MR2L,Date,Automatic,SW200 SG,46.5,9.9,Cushion,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Silver,Syringe,,Leather,Brown,Butterfly Clasp,Steel & Rose Gold PVD,,Men,30,5 Years,Switzerland,SW200 SG,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0D-MS9S,Date,Automatic,SW200 SG,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,SW200 SG,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0G-MS8S,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Brown,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0L-MS6S,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0M-MS9S,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,104000,Ernest Borel,Retro,,N0404G0N-MS6S,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,100500,Ernest Borel,Retro,,N0404G0O-MS6V,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Syringe,,Rubber,Blue,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,100500,Ernest Borel,Retro,,N0404G0P-MS9V,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Syringe,,Rubber,Green,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,100500,Ernest Borel,Retro,,N0404G0Q-MS6V,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Syringe,,Rubber,Blue,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,111500,Ernest Borel,Retro,,N0404G0S-MS6S,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Turquoise,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,106000,Ernest Borel,Retro,,N0404G0T-MS6V,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Turquoise,Syringe,,Rubber,Turquoise,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Retro Collection,112500,Ernest Borel,Retro,,N0404GLK-MS5S,Date,Automatic,ETA 2834,46.5,9.9,Cushion,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Grey,Syringe,,Steel,Silver,Butterfly Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2834,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Yally Collection,60500,Ernest Borel,Yally,,N0413G0B-QN2N,Date,Quartz,,41.0,7.25,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,Dauphine,Wedge,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Men,50,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Yally Collection,53000,Ernest Borel,Yally,,N0413G0D-QN0L,Date,Quartz,,41.0,7.25,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Black,Dauphine,Wedge,Leather,Brown,Pin Buckle,Steel,,Men,50,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Yally Collection,53000,Ernest Borel,Yally,,N0413L0D-QN0L,Date,Quartz,,32.0,7.15,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Black,Dauphine,Wedge,Leather,Brown,Pin Buckle,Steel,,Women,50,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Danaus Collection,58500,Ernest Borel,Danaus,,N0416L0B-QR2L,Small Seconds,Quartz,,27.5,6.92,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,Baton,,Leather,Brown,Pin Buckle,Steel,,Women,50,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Jules Borel Collection,76000,Ernest Borel,Jules Borel,,N0436L0A-QN2N,Date,Quartz,,32.0,7.65,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,Alpha,,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Women,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Jules Borel Collection,63000,Ernest Borel,Jules Borel,,N0436L0C-QS6L,Date,Quartz,,32.0,7.65,Round,Steel,,Sapphire Crystal,,Blue,Alpha,,Leather,Blue,Pin Buckle,Steel,,Women,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Eternity Collection,99500,Ernest Borel,Eternity,,N0440L0D-MR7L,Date,Automatic,ETA 2824,32.0,10.25,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Burgundy,Alpha,Wedge,Leather,Burgundy,Pin Buckle,Steel,,Women,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Heartful Collection,102000,Ernest Borel,Heartful,,N0520G0A-MN2N,Date,Automatic,ETA 2824,40.0,9.55,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,Dauphine,Wedge,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Heartful Collection,90000,Ernest Borel,Heartful,,N0520G0F-MR2L,Date,Automatic,ETA 2824,40.0,9.55,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,Dauphine,Wedge,Leather,Black,Pin Buckle,Steel,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Heartful Collection,85500,Ernest Borel,Heartful,,N0520G0D-MS6L,Date,Automatic,ETA 2824,40.0,9.55,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,Dauphine,Wedge,Leather,Blue,Pin Buckle,Steel,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Heartful Collection,95500,Ernest Borel,Heartful,,N0520G0H-MS6S,Date,Automatic,ETA 2824,40.0,9.55,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,Dauphine,Wedge,Steel,Silver,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,SW200,28800.0,0.38,,
Heritage Collection,111500,Ernest Borel,Heritage,,N0565B0A-MN2N,Date,Automatic,ETA 2824,32.5,10.2,Round,Steel & Rose Gold PVD,,Sapphire Crystal,On Hands,Silver,Dauphine,Diamond,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Women,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,On Dial,0,,,0,,,,SW200,28800.0,0.38,,
Heritage Collection,104000,Ernest Borel,Heritage,,N0565G0B-MS5S,Date,Automatic,ETA 2824,40.0,11.1,Round,Steel,,Sapphire Crystal,On Hands,Black,Dauphine,Diamond,Steel,Silver,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,On Dial,0,,,0,,,,SW200,28800.0,0.38,,
Heritage Collection,96500,Ernest Borel,Heritage,,N0565G0C-MS6L,Date,Automatic,ETA 2824,40.0,11.1,Round,Steel,,Sapphire Crystal,On Hands,Blue,Dauphine,Diamond,Leather,Blue,Pin Buckle,Steel,,Men,30,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,On Dial,0,,,0,,,,SW200,28800.0,0.38,,
Urban Collection,55500,Ernest Borel,Urban,,N0732G0D-VS6L,"Date, GMT",Quartz,,42.0,9.95,Round,Steel,,Sapphire Crystal,,Blue,Pencil,Arabic Numerals,Leather,Blue,Pin Buckle,Steel,,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Urban Collection,66000,Ernest Borel,Urban,,N0732G0E-VS6S,"Date, GMT",Quartz,,42.0,9.95,Round,Steel,,Sapphire Crystal,,Blue,Pencil,Arabic Numerals,Steel,Silver,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Sage Collection,112500,Ernest Borel,Sage,,N0737G0A-MV9S,Date,Automatic,ETA 2824,42.0,12.2,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Green,Baton,Baton,Steel,Silver,Folding Clasp,Steel,,Men,200,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,SW200,28800.0,0.38,,
Sage Collection,107000,Ernest Borel,Sage,,N0737G0D-MV9V,Date,Automatic,ETA 2824,42.0,12.2,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Green,Baton,Baton,Rubber,Green,Pin Buckle,Steel,,Men,200,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,SW200,28800.0,0.38,,
Sage Collection,112500,Ernest Borel,Sage,,N0737G0B-MH6S,Date,Automatic,ETA 2824,42.0,12.2,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Baton,Baton,Steel,Silver,Folding Clasp,Steel,,Men,200,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,SW200,28800.0,0.38,,
Sage Collection,107000,Ernest Borel,Sage,,N0737G0E-MH6V,Date,Automatic,ETA 2824,42.0,12.2,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Baton,Baton,Rubber,Blue,Pin Buckle,Steel,,Men,200,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,SW200,28800.0,0.38,,
Harmonic Collection,63000,Ernest Borel,Harmonic,,BS608-6542,Date,Quartz,,30.0,,Round,Steel,,Sapphire Crystal,On Hands,Blue,Pencil,Arabic Numerals,Steel,Silver,Butterfly Clasp,Steel,,Women,50,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Sage Collection,112500,Ernest Borel,Sage,,E0739G0B-MV6V,Date,Automatic,ETA 2824,41.0,12.25,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Turquoise,,Baton,Rubber,Turquoise,Pin Buckle,Steel,,Men,200,5 Years,Switzerland,ETA 2824,Analog,Approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,SW200,28800.0,0.38,,
Joss Collection,76000,Ernest Borel,Joss,,GBR809L-8821,"Date, Small Seconds",Quartz,,37.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Brown,Baton,Baton,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Jules Borel Collection,159000,Ernest Borel,Jules Borel,,N0401L0A-MN2N,Date,Automatic,ETA 2671,29.0,10.05,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,Alpha,Diamond,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,Steel,,Women,50,5 Years,Switzerland,ETA 2671,Analog,Approx. 38 hours,21.0,28800 bph,On Dial,0,,,0,,,,,28800.0,0.38,,
Epic X Rose Gold - Green Inner Ring,6200000,Jacob & Co.,Epic X,Epic X V2,EX120.43.AC.AC.ABRUA,,Manual Winding,JCAM45,44.0,13.05,Round,Rose Gold,See-through Case Back,Sapphire Crystal,On Hands,Skeleton,,,Rubber,Green,Pin Buckle,Rose Gold,,Men,50,2 Years,Switzerland,JCAM45,Analog,Approx. 48 hours,21.0,28800 bph,,0,,,0,,,,,28800.0,0.48,,
Master Ultra Thin Date,1990000,Jaeger-LeCoultre,Master Ultra Thin,,Q1232511,Date,Automatic,899,39.0,7.8,Round,Rose Gold,See-through Case Back,Sapphire Crystal,,Beige,Dauphine,,Leather,Black,Pin Buckle,Rose Gold,7630053334925.0,Men,50,2 Years + 6 years warranty extension by registering here,Switzerland,899,Analog,Approx. 38 hours,32.0,28800 bph,,1,,21.0,0,,,,,28800.0,0.38,,
